title,intro,category,comp_name,comp_addr,role,requirement,preferred,due,tech_stack,welfare,procedure
S/W 개발자 신입 채용,토모 큐브 백년 동안 세포 관찰 방식 혁신 설립 회사 세포 형광 염색 처리 과정 차원 단층 영상 촬영 세포 내 정량 정보 획득 방법 현미경 사업 현재 차원 홀로그래피 형광 현미경 기능 탑재 비롯 현미경 시판 중 전세계 차원 홀로그래피 업계 가장 기술 보유 토모 큐브 혁신 성과 기술 창업 이후 총 투자 세포 차원 홀로그래피 데이터베이스 인공 지능 기술 차세대 생명과학 연구 의료 진단 혁신 회사 Innovate the way we see life Tomocube HT HT,SW/솔루션,토모큐브,대전광역시 유성구 신성로 155,용량 데이터 시각 소프트웨어 개발 용량 데이터 이용 영상 기반 정량 분석 소프트웨어 개발 이용 응용 소프트웨어 개발 경험 소프트웨어 설계 개선 열정 분 아래 개발 환경 경험 학습 분 개발 환경 Timelapse Timelapse C++ S/W Language C GUI framework Qt Modules Open Inventor OpenCV CUDA Project management Jira Git BitBucket Confluence Tools Visual Studio Resharper SonarCloud Teamcity TestComplete,신입 석사 학위 소지,상용 소프트웨어 개발 경험 데이터 분석 의료 장 비용 소프트웨어 개발 경험 영상 처리 수업 이수 개발 경험 사용성 평가 위 정보 수집 구축 경험 이용 소프트웨어 개발 경험,2024-11-19 23:59:59,CUDA|OpenCV|ReSharper|TeamCity|Visual C++|Qt|Visual Studio|Jira|TestComplete,휴가 지원 연말 휴가 사용 연차 차 법정 휴가 기타 휴가 출산전후 휴가 배우자 출산휴가 대체 휴가 각종 조휴 휴게 커피 간식 제공 야근 시 저녁 식사 지원 근무 형태 시차 출근 신청 가능 자율 복장 보상 명절 상여금 지급 명절 생일 선물 지급 중소기업 청년 소득세 지원 청년 내일 공제 가입 각종 조금 지원 Office Closing,채용 절차 차 인터뷰 차 인터뷰 처우 협의 절차 변경 지원 시 주의 사항 개월 수습 기간 수습 기간 동일 급여 복리 후생 보장 포트폴리오 제출 시 초과 경우 링크 기재 참고 사항 합격자 한해 연락 채용 수시 진행 우수 인재 채용 시 마감 마감 일 근무 마감 일 근무 대전광역시 유성구 신
뉴미디어 컨텐츠 개발자,그래픽 디스플레이 출력 것 미디어 특성 감각 프로그래밍 통해 리얼타임 컨텐츠 활용 뉴 미디어 가능성 탐구,SW/솔루션,아이엠파인,"서울 마포구 잔다리로 31, 4층, 5층",유니티 리얼 활용 콘텐츠 개발 유니티 리얼 활용 모바일 어플리케이션 게임 개발 유니티 리얼 활용 리얼타임 제작 개발 VFX SHADER,경력 학력 나이 성별 무관 유니티 활용 분 재 가공 정도 사용 분 C Photoshop,이해 분 응용 네트워크 개발 이해 분 사용 분 활용 분 코딩 활용 제작 분 모션 감각 디자인 안목 분 모바일 게임 개발 출시 경험 분 Computer Graphic TCP UDP Visual Effect Graph Shader Shader Shader,9999-12-31 23:59:59,Git|C++|Unity|Unreal Engine|C#,모두 일 문화 입사 주년 주년 주년 인센티브 리프 레쉬 휴가 지급 생일 결혼기념일 조기 퇴근 가족 지인 즐거움 결혼 출산 시 인센티브 휴가 연 행사 진행 점심식사 영화 관람 문화 행사 연 플레이 진행 직능 컨퍼런스 행사 참석 점심시간 그 기본 복지 말 그대로 기본 FINE DAY,
소프트웨어개발자 경력자 채용,저희 솔루션 설립 다년 기술 노하우 전문 기술 인력 통 반도체 전장 부품 신뢰 시험 불량 분석 반도체 실장 테스트 리 버스 엔지니어링 사업 영역 최고 최선 제공 국내 최고 수준 신뢰 시험 장비 불량 분석 능력 반도체 실장 테스트 반도체 리 버스 엔지니어링 통해 고객 제품 품질 문제점 파악 리 버스 엔지니어링 특허 설계 검증 통 품질 제품 생산 고객 가치 대화 함 동반 성장 미래 가치 창조 위해 노력,HW/임베디드|SW/솔루션,라온솔루션,충북 청주시 청원구 오창읍 양청송대길 10 303호 청주미래누리터(지식산업센터),개발 네트워크 통신 개발 반도체 개발 Windows Application SW,경력 신입 가능 경력 경우 이상 사용 언어 중 개 이상 사용 가능 C/C C,컴퓨터 시스템 공학 개발 가능 이미지 프로세싱 연구 관심 분 Embedded Linux AI,2024-11-08 23:59:59,AI/인공지능|C++|SW|Embedded Linux|Embedded|C|C#|Windows,건강 보험 고용 보험 국민연금 산재 보험 퇴직 연금 연차 제도 워크샵 야간 근로 수당 퇴직금 휴일 근로 수당 노동절 휴무 신입 사원 교육 점심 식사 지원 여름 휴가 MT,
"머신비전 임베디드 개발자 (펌웨어, FPGA)",디스플레이 반도체 검사 장비 필수 핵심 부품 모듈 개발 기업 우리 회로 설계 제어 기술 머 신비 전용 조명 컨트롤러 오토포커스 모듈 스마트 카메라 개발 딥 러닝 통해 최적화 검사 제공 머신 시장 선도 핵심 부품 국산 위해 더욱더 노력 것 AI,HW/임베디드,아이코어,경기도 안양시 동안구 엘에스로116번길 25-32 1043호,설계 영상 솔루션 개발 위 디지털 로직 설계 이미지 센서 제어 영상 입출력 제어 FPGA RTL,코딩 설계 툴 활용 능력 보유 분 요원 가능 VHDL or Verilog,상처리 지식 이해 분 코딩 설계 툴 활용 능력 보유 분 이미지 센서 인터페이스 개발 경험 분 합성 분석 능력 보유 분 VHDL or Verilog CMOS RTL Timing,2024-11-08 23:59:59,FW|Embedded|FPGA|VHDL|Verilog,유연근무제 직무 교육 개발 적극 지원 연차 사용 점심식사 별도 제공 종합 건강검진 제공 각종 애 경사 조비 휴가 지원 간식 무한 제공 생일 결혼기념일 상품권 지급 어버이날 기념 감사 금 지급 설 추석 명절 선물 지급 출퇴근 부담 차비 지원 야근 시 저녁식사 교통비 지급 야근 회식 강요 석사 이상 요원 가능 Down No,전형 절차 인 적성검사 면접 전형 최종 발표 제출 서류 이력서 자기 소개 성적 증명서 포트폴리오 해 당시
머신비전 하드웨어 개발자,디스플레이 반도체 검사 장비 필수 핵심 부품 모듈 개발 기업 우리 회로 설계 제어 기술 머 신비 전용 조명 컨트롤러 오토포커스 모듈 스마트 카메라 개발 딥 러닝 통해 최적화 검사 제공 머신 시장 선도 핵심 부품 국산 위해 더욱더 노력 것 AI,HW/임베디드,아이코어,경기도 안양시 동안구 엘에스로116번길 25-32 1043호,아날로그 디지털 회로 설계 개발 제품 테스트 디버깅 설계 생산 지원 PCB,전기 전자공학 계열 전공 분 요원 가능,전자회로 이미지 센서 지식 분 전자부품 이해 분 유관 업무 경험 보신 분,2024-11-08 23:59:59,HW|PCB,유연근무제 직무 교육 개발 적극 지원 연차 사용 점심식사 별도 제공 종합 건강검진 제공 각종 애 경사 조비 휴가 지원 간식 무한 제공 생일 결혼기념일 상품권 지급 어버이날 기념 감사 금 지급 설 추석 명절 선물 지급 출퇴근 부담 차비 지원 야근 시 저녁식사 교통비 지급 야근 회식 강요 석사 이상 요원 가능 Down No,전형 절차 인 적성검사 면접 전형 최종 발표 제출 서류 이력서 자기 소개 성적 증명서 포트폴리오 해 당시
[ICT 사업본부] 개발자 신입/경력 정규직 채용,이젬코 플랫폼 사업 추구 소프트웨어 개발 회사 스마트 팩토리 사업 중점 플랫폼 컨설팅 자동차 설비 제어 데이터 취합 분석 가능 보유 업종 별 특화 기반 축적 기술 다분 클라이언트 비즈니스 자로 신뢰 관계 유지 기술 개발 통 풍요 앱 웹 환경 제공 주요 사업 내용 정부 사업 스마트 공장 구축 사업 소프트웨어 개발 사업 업종 별 특화 솔루션 구축 웹 솔루션 모바일 웹 앱 개발 DX ICT AI R D SI/ CGMP ISO SQ HACCP,SW/솔루션,이젬코,서울 성동구 성수이로 147 809호,활용 자사 솔루션 개발 설계 개발 설계 개발 C Winform NET Framework DB Query API Interface,경력 신입 경력 학력 무관 나이 성별 무관,업무 아시 분 업무 프로세스 파악 능력자 유지 보수 개발 담당자 업 미팅 후 실제 개발 자 기반 개발 경험 분 정보처리기사 자격증 보유 적극 자세 긍정 사고 분 학과 전공 교육 센터 수료 해당 직무 근무 경험 유관 언어 툴 활용 개발 유 경험 협업 거리 낌 분 ERP ERP ERP Winform IT,2024-11-18 23:59:59,MES|ERP|DB|QueryDSL|C#|.NET,생일 절대 년 한번 생일 연차 소진 오전 근무 지금 가족 패밀리 데이 금 조기 퇴근 워 밸 필수 임 직원 취미 활동 복지 비용 매년 지급 간식 음료 무한 제공 간식 창고 다이어트 그거 건강 최고 기본 건강검진 상당 추가 검진 상당 지원 마음 명절 설날 추석 선물 지급 어버이날 부모님 선물 발송 시상식 상 언제 짜릿 최우수 우수 임 직원 포상 장기 근속 포상 인물 이제 해외 감사 마음 포상 해외 연수 제공 교통비 지원 거의 심야 야근 시 퇴근 교통비 지원,급여 조건 대졸 기준 초봉 경력 자의 경우 면접 후 결정 채용 절차 원데이 면접
JAVA 웹개발자 채용,주 녹색건축 인증 연구소 차세대 친환경 건축 위해 우리 무엇 생각 더 나은 미래 생각 컨설팅 인증 완료 지속 녹색건축 인증 기술 연구소 기업 설립 제도 변화 변모 건설 환경 이바지 의뢰 해당 건물 녹색 건축물 접목 분석 통해 에너지 절감 건축 자생 생태 환경 환경 빛호 경의 조사 연구 고객 삶 질 향상 더 인류 존속 목적 건축 패러다임 친환경 신재생에너지 스마트 건축물 앞서 연구 나은 미래 건축물 자연 후세 전달,서버/백엔드 개발자|웹퍼블리셔,녹색건축인증연구소,서울 동작구 대방동1길 15 녹색빌 2층,개발 웹 개발 전반 이해 REST API,신입 웹 기술 전반 이해 분,프레임워크 경험 컴퓨터공학 소프트웨어 전공자 의사소통 분 Spring Boot,2024-11-16 23:59:59,Spring Boot|REST API|Java|Spring|Mybatis,급여 제도 인 센티 브제 장기 근속 포상 우수 사원 포상 퇴직금 보험 선물 명절 선물 향비 생일 선물 파티 크리스마스 선물 교육 생활 창립 행사 워크샵 플레이 신규 입사 교육 직무 능력 향상 교육 리더십 강화 교육 멘토링 제도 저녁식사 제공 간식 제공 음료 제공 차 커피 근무 환경 회의실 공기청정기 건물 내 경사 장애인 엘리베이터 문턱 사무 용품 지급 최고 성능 컴퓨터 조직 문화 회식 강요 안함 칼 퇴근 보장 출퇴근 주 준수 리프 레시 연차 여름 휴가 OJT,
iOS 개발자 (채용형 인턴),누구 사용 초보자 위 영상 편집 어플 위 영상 편집 중고 위 전용 영상 편집 어플 서비스 사용자 중심 사용 서비스 기업 최고 디자인 기술 바탕 사용자 도움 만들기 위해 사용자 관점 개발 지향 사진 비디오 분야 랭킹 위 기록 사진 비디오 분야 랭킹 위 기록 약 개 앱 스토어 리뷰 중 만점 평균 누적 다운로드 달성 기준 랭킹 위 기록 전 세계 약 개국 진출 기업 도약 비 소프트 사용자 기대 소프트웨어 만들기 위해 목표 동료 개발 팀 소개 동영상 편집 어플리케이션 신규 기능 개발 비 소프트 어플리케이션 신규 출시 어플리케이션 개발 개발 경력 코드 피드백 완성 앱 서비스 개발 기술 적용 보고 기회 실력 기획 디자이너 앱 서비스 개발 전체 프로세스 이해 진행 개발자 기초 위해 소프트웨어 구조 대해 고민 결과 장기 관점 관리 코드 작성 위해 노력 현재 개발자 명 근무 업무 속 본인 업무 커리어 성장 집중 고객 더 나은 제공 열정 동료 Anyone Can Make Video Anywhere VLLO iPad UI/UX VLLO App Store VLLO Google Play VLLO VLLO MAU WEILO App store VLLO VLLO Family UX/UI VIMOSOFT iOS,IOS 개발자,비모소프트,경기도 안양시 동안구 시민대로327번길 11-35 엠투아이빌딩 4층 비모소프트,기반 개발 어플리케이션 신규 기능 서비스 개발 어플리케이션 신규 앱 개발 어플리케이션 안정화 위 버그 수정 유지 보수 Swift iOS App VLLO WEILO VLLO Family VLLO WEILO,개발 직 경우 다음 주제 관 본인 경험 작성 제출 제출 양식 글자 자유 컴퓨터 기초 이론 자료구조 알고리즘 컴퓨터 구조 지식 공부 실제 적용 보고 노력 경험 작성 직무 지원 동기 비 소프트 입사 후 개발자 개발자 로서 목표 작성 직무 지원 동기 예시 개발자 진로 결심 동기 개발자 선택 동기 컴퓨터 공학 공학 졸업 분 언어 플랫폼 이해도 분 객체지향 프로그래밍 개념 원칙 이해 개발 적용 노력 분 자료구조 알고리즘 디자인 패턴 기본 개념 이해 분 개발 열정 자기 주도 개발 분 iOS Swift iOS OOP SOLID,비디오 오디오 처리 지식 기술 보유 분 모바일 앱 이해도 분 석사 박사 학위 보유 분 경험 분 본인 의견 근거 논리 전달 분 사용 기술 언어 업무 관리 코드 관리 이슈 관리 배포 관리 UX/ Swift Objectiv C IDE Xcode Notion Slack Git Redmine Jenkins,2024-11-11 14:00:00,Git|Slack|Notion|Jenkins|iOS|Swift|Redmine|Objective-C|Xcode,비 소프트 개발 팀 합류 개개인 기여 비 소프트 마음껏 날개 거 단순 코드 설계 구조 파악 사람 개발자 생각 비 소프트 더욱 의견 제시 오픈 비 소프트 경험 팀 한마디 코딩 것 프로그램 구조 설계 통해 해결 방식 지향 기능 바로 배포 점 사람 어플 사용 모습 직접 발견 때 개발 집중 분위기 최고 동료 내 기여 만큼 도전 만큼 능동 일 기능 구현 것 개발 것 사용자 입장 쓰기 생각 개발자 무엇 알 기회 문화 복지 비 소프트 직원 위 복지 고민 도입 위해 노력 중 닉네임 소통 수평 문화 출근 시간 아무 때 연차 차 차 휴가 사용 아무 때 탄력 근무 제로 근무 가능 성장 위 지속 코드 리뷰 사내 스터디 세미나 권장 적극 지원 연 복지 비 전 사원 지급 달성 시 즉시 인 센티 브 지급 무제한 자기 개발 비 지원 도서 강의 세미나 점심 저녁 간식 무제한 지원 업무 위 최신 기기 지원 KPI,합류 포트폴리오 접수 원서 검토 합격자 주 내 개별 연락 인적 사전 과제 직무 과제 수도 실무 진 인터뷰 과제 대해 발표 시간 뒤 영진 인사 팀 인터뷰 통해 지원 분 경험 기술 내용 시간 처우 협의 최종 합격 신입 경력 여부 최대 개월 수습 기간 뒤 평가 후 정직 전환 여부 결정 지원 방법 포트폴리오 자신 진행 정보 확인 소스코드 반드시 제출 공고 상단 문항 꼭 작성 제출 시기 이력서 내용 추가 제출 가능 꼭 참고 고용 형태 정규직 최대 개월 수습 기간 평가 후 정규직 전환 급여 정규직 신입 기준 경력 직 면접 후 협의 경력 직 경우 직전 연봉 희망 연봉 기재 근무 시간 주 자율 출퇴근 탄력 무제 시행 포트폴리오 양식 상관 자신 진행 정보 확인 소스코드 반드시 양식 제출 시기 최종 합격 후 졸업 예정자 졸업 자격 미취 득 시 합격 취소 전형 절차 포지션 추가 간소화 진행 해외 여행 결격 사유 허위 사실 발견 시 채용 이후 채용 취소 STEP STEP STEP STEP Github Github PDF
백엔드 개발자 (채용형 인턴),누구 사용 초보자 위 영상 편집 어플 위 영상 편집 중고 위 전용 영상 편집 어플 서비스 사용자 중심 사용 서비스 기업 최고 디자인 기술 바탕 사용자 도움 만들기 위해 사용자 관점 개발 지향 사진 비디오 분야 랭킹 위 기록 사진 비디오 분야 랭킹 위 기록 약 개 앱 스토어 리뷰 중 만점 평균 누적 다운로드 달성 기준 랭킹 위 기록 전 세계 약 개국 진출 기업 도약 비 소프트 사용자 기대 소프트웨어 만들기 위해 목표 동료 개발 팀 소개 동영상 편집 어플리케이션 신규 기능 개발 비 소프트 어플리케이션 신규 출시 어플리케이션 개발 개발 경력 코드 피드백 완성 앱 서비스 개발 기술 적용 보고 기회 실력 기획 디자이너 앱 서비스 개발 전체 프로세스 이해 진행 개발자 기초 위해 소프트웨어 구조 대해 고민 결과 장기 관점 관리 코드 작성 위해 노력 백엔드 부서 구성 업무 속 본인 업무 커리어 성장 집중 고객 더 나은 제공 열정 동료 Anyone Can Make Video Anywhere VLLO iPad UI/UX VLLO App Store VLLO Google Play VLLO VLLO MAU WEILO App store VLLO VLLO Family UX/UI VIMOSOFT,서버/백엔드 개발자,비모소프트,경기도 안양시 동안구 시민대로327번길 11-35 엠투아이빌딩 4층 비모소프트,비 소프트 서비스 영상 편집 어플 데이터 기반 비즈니스 클라우드 기능 개발 기반 어플리케이션 사용자 데이터 수집 분석 영상 처리 위 서버 기능 설계 구현 진행 사용자 데이터 저장 공유 위 개발 VLLO Hadoop/ VLLO API Cloud Server API,개발 직 경우 다음 주제 관 본인 경험 작성 제출 제출 양식 글자 자유 컴퓨터 기초 이론 자료구조 알고리즘 컴퓨터 구조 지식 공부 실제 적용 보고 노력 경험 작성 직무 지원 동기 비 소프트 입사 후 개발자 개발자 로서 목표 작성 직무 지원 동기 예시 개발자 진로 결심 동기 개발자 선택 동기 컴퓨터 공학 공학 졸업 분 서버 설계 구현 분 사용 분 객체지향 프로그래밍 개념 원칙 이해 개발 적용 노력 분 자료구조 알고리즘 디자인 패턴 기본 개념 이해 분 개발 열정 자기 주도 개발 분 iOS AWS Azure OOP SOLID,비디오 오디오 처리 지식 기술 보유 분 모바일 앱 이해도 분 석사 박사 학위 보유 분 경험 분 본인 의견 근거 논리 전달 분 사용 기술 프레임워크 본인 주력 사용 프레임워크 언어 사용 언어 데이터 분석 도구 도구 업무 관리 코드 관리 이슈 관리 UX/ Ktor Spring Node.js django Kotlin Java Typescript/Javascript Python Hadoop Spark Kubernetes Docker Notion Slack Git Redmine,2024-11-11 14:00:00,Django|Kotlin|Ktor|Node.js|Hadoop|AWS|Java|Spring|Spark|AZURE,비 소프트 개발 팀 합류 개개인 기여 비 소프트 마음껏 날개 거 단순 코드 설계 구조 파악 사람 개발자 생각 비 소프트 더욱 의견 제시 오픈 비 소프트 경험 한마디 코딩 것 프로그램 구조 설계 통해 해결 방식 지향 문화 복지 비 소프트 직원 위 복지 고민 도입 위해 노력 중 닉네임 소통 수평 문화 출근 시간 아무 때 연차 차 차 휴가 사용 아무 때 탄력 근무 제로 근무 가능 성장 위 지속 코드 리뷰 사내 스터디 세미나 권장 적극 지원 연 복지 비 전 사원 지급 달성 시 즉시 인 센티 브 지급 무제한 자기 개발 비 지원 도서 강의 세미나 점심 저녁 간식 무제한 지원 업무 위 최신 기기 지원 KPI,합류 포트폴리오 접수 원서 검토 합격자 주 내 개별 연락 인적 사전 과제 직무 과제 수도 실무 진 인터뷰 과제 대해 발표 시간 뒤 영진 인사 팀 인터뷰 통해 지원 분 경험 기술 내용 시간 처우 협의 최종 합격 신입 경력 여부 최대 개월 수습 기간 뒤 평가 후 정직 전환 여부 결정 지원 방법 포트폴리오 자신 진행 정보 확인 소스코드 반드시 제출 공고 상단 문항 꼭 작성 제출 시기 이력서 내용 추가 제출 가능 꼭 참고 고용 형태 정규직 최대 개월 수습 기간 평가 후 정규직 전환 급여 정규직 신입 기준 경력 직 면접 후 협의 경력 직 경우 직전 연봉 희망 연봉 기재 근무 시간 주 자율 출퇴근 탄력 무제 시행 포트폴리오 양식 상관 자신 진행 정보 확인 소스코드 반드시 양식 제출 시기 최종 합격 후 졸업 예정자 졸업 자격 미취 득 시 합격 취소 전형 절차 포지션 추가 간소화 진행 해외 여행 결격 사유 허위 사실 발견 시 채용 이후 채용 취소 STEP STEP STEP STEP Github Github PDF
"기술연구소 개발자 채용_머신비전,알고리즘 영상처리개발",펨트론 차원 정밀 측정 기술 첨단 산업 분야 반도체 분야 납 도포 검사 장비 차원 장착 납땜 검사 장비 장비 개발 공급 다년 연구 시장 대응 스마트폰 자동차 전장 분야 국내 중화권 기반 전세계 시장 고객 보유 저희 펨트론 현재 임 노력 도전 정신 항상 발전 거듭 기업 것 또한 고객 최 우선 신념 가지 임 직원 노력 앞 지속 연구개발 과감 투자 위해 세계 최고 검사 장비 업체 것 약속 SMT SPI AOI,인공지능/머신러닝,펨트론,서울 금천구 가산디지털1로 219 벽산디지털밸리 6차 1406호,응용 프로그래머 머신 알고리즘 상처리 개발 소프트웨어 개발자,학력 초대 졸 이상 신입 졸업 예정자 가능 능 숙자 C C MFC DB,석사 박사학위 여자 컴퓨터 시스템 공학 수학 통계학 물리 영어 중국어 가능 고용 촉진 장려 금 대상 장애인 우대 직무 가능 운전 가능,2024-11-08 23:59:59,RDB|C++|SW|MachineLearning|Amazon Machine Learning|Visual C++|DB|C++ Builder|C#|Mfc,급여 제도 장기 근속 포상 우사 사원 포상 수당 제도 각종 수당 지원 원금 각종 경조사 지원 건강검진 지원 식사 아침 점심 저녁 무료 제공 음료 제공 자체 사옥 서울 금천 인천 남동 공단 교육 훈련 신입사원 교육 도서 구입 비지 자기계발 비 지원 중소기업 소득세 혜택 OJT,
기술연구소 개발자 채용_Window 응용개발,펨트론 차원 정밀 측정 기술 첨단 산업 분야 반도체 분야 납 도포 검사 장비 차원 장착 납땜 검사 장비 장비 개발 공급 다년 연구 시장 대응 스마트폰 자동차 전장 분야 국내 중화권 기반 전세계 시장 고객 보유 저희 펨트론 현재 임 노력 도전 정신 항상 발전 거듭 기업 것 또한 고객 최 우선 신념 가지 임 직원 노력 앞 지속 연구개발 과감 투자 위해 세계 최고 검사 장비 업체 것 약속 SMT SPI AOI,웹 풀스택 개발자,펨트론,서울 금천구 가산디지털1로 219 벽산디지털밸리 6차 1406호,응용 프로그래머 소프트웨어 개발자,학력 초대 졸 이상 능 숙자 언어 사용 통신 프로그램 개발 중 개 경험 필수 C C MFC DB NET OpenGL or Database Mysql MS Sql TCP IP/UDP or Moblie,석사 박사학위 여자 컴퓨터 시스템 공학 수학 통계학 물리 영어 중국어 가능 고용 촉진 장려 금 대상 장애인 우대 직무 가능 운전 가능,2024-11-08 23:59:59,OpenGL|MySQL|C++|TCP/IP|MSSQL|C|C#|Windows|.NET|Mfc,급여 제도 장기 근속 포상 우사 사원 포상 수당 제도 각종 수당 지원 원금 각종 경조사 지원 건강검진 지원 식사 아침 점심 저녁 무료 제공 음료 제공 자체 사옥 서울 금천 인천 남동 공단 교육 훈련 신입사원 교육 도서 구입 비지 자기계발 비 지원 중소기업 소득세 혜택 OJT,
PLC 제어,주 산업 용 검사 장비 주사 전자현미경 검사 분석 용 장비 개발 판매 국내 최고 검사 장비 기업 또한 구동 반도체 패키징 장비 선형 가속 개발 판매 창립 이후 이상 축적 기술 노하우 우리나라 검사 장비 근간 지속 개발 핵심 부품 발생 장치 국산 기술 개발 이제 세계 기업 대항 경쟁력 또한 현재 위치 변화 경제 기술 환경 숙지 기술 개발 통해 사업 영역 앞 위해 도전 계속 것 당사 제조 장비 주문 고객 시간 만족 구현 것 기본 마음가짐 시간 기본 단위 초 즉 약어 회사 정 X ray SEM e beam X ray Global,HW/임베디드,쎄크,경기도 수원시 권선구 산업로155번길 111 (주)쎄크,검사 장비 제어 개발 국내 해외 제작 X ray PLC Set Up,공통 자격 학력 대졸 이상 해외여행 결격 사유 분 근무 분 나이 성별 무관 지멘스 제어 업무 경험 분 자격 요건 경력 무관 신입 지원 가능 컴퓨터 시스템 전기 전자 전공 분 SIEMENS PLC,학과 전공 분 인근 거주 분 영어 회화 분 자차 운행 분,2024-11-25 23:59:59,HW|SW,원금 보험 건강검진 금연 수당 직원 대출 제도 각종 경조사 지원 체력 실 운영 업무 활동 비 지급 급여 제도 장기 근속 포상 우수 사원 포상 퇴직금 보험 선물 명절 선물 향비 창립 선물 지급 생일 선물 파티 결혼기념일 선물 교육 생활 창립 행사 우수 사원 시상식 워크샵 플레이 신입사원 교육 직무 능력 향상 교육 외국어 교육 지원 교육비 지원 구내식당 사원 식당 점심식사 제공 저녁식사 제공 사내 동호회 운영 우회 사회 아침식사 제공 음료 제공 차 커피 근무 환경 회의실 전용 사옥 사내 정원 건물 내 경사 유도 점자 블록 장애인 엘리베이터 문턱 유니폼 지급 사무 용품 지급 조직 문화 자유 복장 출퇴근 기숙사 운영 리프 레시 연차 창립 휴무 산전 후 휴가 육아휴직 OJT,무조건 근무 형태 정규직 수습 기간 개월 근무 일시 주 월 금
영상처리(Vision) S/W 개발,주 산업 용 검사 장비 주사 전자현미경 검사 분석 용 장비 개발 판매 국내 최고 검사 장비 기업 또한 구동 반도체 패키징 장비 선형 가속 개발 판매 창립 이후 이상 축적 기술 노하우 우리나라 검사 장비 근간 지속 개발 핵심 부품 발생 장치 국산 기술 개발 이제 세계 기업 대항 경쟁력 또한 현재 위치 변화 경제 기술 환경 숙지 기술 개발 통해 사업 영역 앞 위해 도전 계속 것 당사 제조 장비 주문 고객 시간 만족 구현 것 기본 마음가짐 시간 기본 단위 초 즉 약어 회사 정 X ray SEM e beam X ray Global,SW/솔루션,쎄크,경기도 수원시 권선구 산업로155번길 111 (주)쎄크,검사 시스템 개발 외관 검사 알고리즘 상처리,공통 자격 학력 대졸 이상 해외여행 결격 사유 분 근무 분 나이 성별 무관 자격 요건 경력 무관 신입 지원 가능 중 한가지 언어 프로그래밍 분 상처리 활용 능력 보유 분 검사 장비 자동화 장비 상처리 개발 업무 경험 분 C C Open CV Halcon Cognex SW,컴퓨터 시스템 전기 전자 전공 분 영어 회화 분,2024-11-25 23:59:59,OpenCV|C++|SW|HALCON|C#,원금 보험 건강검진 금연 수당 직원 대출 제도 각종 경조사 지원 체력 실 운영 업무 활동 비 지급 급여 제도 장기 근속 포상 우수 사원 포상 퇴직금 보험 선물 명절 선물 향비 창립 선물 지급 생일 선물 파티 결혼기념일 선물 교육 생활 창립 행사 우수 사원 시상식 워크샵 플레이 신입사원 교육 직무 능력 향상 교육 외국어 교육 지원 교육비 지원 구내식당 사원 식당 점심식사 제공 저녁식사 제공 사내 동호회 운영 우회 사회 아침식사 제공 음료 제공 차 커피 근무 환경 회의실 전용 사옥 사내 정원 건물 내 경사 유도 점자 블록 장애인 엘리베이터 문턱 유니폼 지급 사무 용품 지급 조직 문화 자유 복장 출퇴근 기숙사 운영 리프 레시 연차 창립 휴무 산전 후 휴가 육아휴직 OJT,무조건 근무 형태 정규직 수습 기간 개월 근무 일시 주 월 금
PC 제어(시스템제어팀),주 산업 용 검사 장비 주사 전자현미경 검사 분석 용 장비 개발 판매 국내 최고 검사 장비 기업 또한 구동 반도체 패키징 장비 선형 가속 개발 판매 창립 이후 이상 축적 기술 노하우 우리나라 검사 장비 근간 지속 개발 핵심 부품 발생 장치 국산 기술 개발 이제 세계 기업 대항 경쟁력 또한 현재 위치 변화 경제 기술 환경 숙지 기술 개발 통해 사업 영역 앞 위해 도전 계속 것 당사 제조 장비 주문 고객 시간 만족 구현 것 기본 마음가짐 시간 기본 단위 초 즉 약어 회사 정 X ray SEM e beam X ray Global,SW/솔루션,쎄크,경기도 수원시 권선구 산업로155번길 111 (주)쎄크,검사 장비 제어 개발 자사 이용 제어 알고리즘 구현 자사 사용자 편의 개선 위 개선 업무 장비 정밀 장비 주변기기 X ray PC SW S/W Motor Setting Tuning Setting Detector Barcoder,공통 자격 학력 대졸 이상 해외여행 결격 사유 분 근무 분 나이 성별 무관 자격 요건 경력 무관 신입 지원 가능 컴퓨터 시스템 전기 전자 전공 분,언어 임베디드 활용 분 활용 분 검사 자동화 제어 업무 경험 분 CPU C MFC,2024-11-25 23:59:59,C++|SW|Embedded|C|Mfc,원금 보험 건강검진 금연 수당 직원 대출 제도 각종 경조사 지원 체력 실 운영 업무 활동 비 지급 급여 제도 장기 근속 포상 우수 사원 포상 퇴직금 보험 선물 명절 선물 향비 창립 선물 지급 생일 선물 파티 결혼기념일 선물 교육 생활 창립 행사 우수 사원 시상식 워크샵 플레이 신입사원 교육 직무 능력 향상 교육 외국어 교육 지원 교육비 지원 구내식당 사원 식당 점심식사 제공 저녁식사 제공 사내 동호회 운영 우회 사회 아침식사 제공 음료 제공 차 커피 근무 환경 회의실 전용 사옥 사내 정원 건물 내 경사 유도 점자 블록 장애인 엘리베이터 문턱 유니폼 지급 사무 용품 지급 조직 문화 자유 복장 출퇴근 기숙사 운영 리프 레시 연차 창립 휴무 산전 후 휴가 육아휴직 OJT,무조건 근무 형태 정규직 수습 기간 개월 근무 일시 주 월 금
